Nome,plate,mjd,fiberid,fibermag_r,petromag_r,z
850-52338-178,850,52338,178,18.20767,17.45604,0.09742402
854-52373-108,854,52373,108,18.35837,17.70252,0.07942866
854-52373-584,854,52373,584,18.30127,17.80213,0.07665642
855-52375-333,855,52375,333,18.35772,17.68438,0.09430788
855-52375-506,855,52375,506,17.93978,17.16873,0.07751544
855-52375-581,855,52375,581,18.08933,17.49222,0.0750878
856-52339-279,856,52339,279,18.55214,17.80114,0.08834463
865-52323-284,865,52323,284,16.69102,15.67999,0.04121788
865-52323-442,865,52323,442,18.27125,17.63259,0.09280697
878-52353-110,878,52353,110,15.78984,14.3754,0.02762028
881-52368-265,881,52368,265,18.35512,17.64458,0.07736705
882-52370-1,882,52370,1,18.55402,17.76326,0.09244939
882-52370-36,882,52370,36,18.17899,17.55508,0.06143417
882-52370-214,882,52370,214,17.84447,17.11429,0.06211248
882-52370-607,882,52370,607,17.87938,17.13768,0.08200199
882-52370-631,882,52370,631,18.0107,17.22504,0.06248748
883-52430-289,883,52430,289,17.81005,16.9453,0.08480053
884-52374-129,884,52374,129,18.01041,17.18622,0.08610652
884-52374-502,884,52374,502,16.9158,16.01398,0.03020984
885-52379-522,885,52379,522,17.51892,16.70325,0.06527617
886-52381-6,886,52381,6,16.92856,15.91633,0.03499497
886-52381-89,886,52381,89,17.90082,17.12944,0.09482258
886-52381-186,886,52381,186,16.15015,15.10646,0.0296909
886-52381-531,886,52381,531,17.47208,16.65627,0.05388673
887-52376-541,887,52376,541,16.7214,15.67707,0.0257783
888-52339-13,888,52339,13,18.36416,17.78298,0.09315608
889-52663-405,889,52663,405,17.17669,16.18657,0.05715693
889-52663-612,889,52663,612,17.91018,17.33611,0.05991222
890-52583-535,890,52583,535,18.43135,17.60574,0.07403025
892-52378-150,892,52378,150,18.33825,17.75397,0.08122198
893-52589-79,893,52589,79,17.69353,16.95866,0.08151122
893-52589-170,893,52589,170,18.12557,17.50332,0.08155378
895-52581-1,895,52581,1,18.01174,17.01822,0.05709599
896-52592-80,896,52592,80,18.21932,17.46253,0.09399322
904-52381-69,904,52381,69,17.65274,16.78936,0.06944811
904-52381-219,904,52381,219,17.33538,16.50047,0.06094807
904-52381-310,904,52381,310,16.68019,15.45895,0.04421164
904-52381-331,904,52381,331,18.40398,17.74915,0.09410895
906-52368-26,906,52368,26,17.42636,14.9047,0.07276089
908-52373-523,908,52373,523,18.3588,17.51791,0.07656788
909-52379-335,909,52379,335,17.18238,16.36611,0.0459017
910-52377-59,910,52377,59,18.4587,17.80418,0.08804053
910-52377-503,910,52377,503,18.44078,17.62929,0.08081221
911-52426-426,911,52426,426,18.28001,17.59839,0.08358753
911-52426-492,911,52426,492,18.43328,17.58355,0.08500791
912-52427-167,912,52427,167,18.18161,17.40255,0.09431919
914-52721-148,914,52721,148,18.10284,17.38552,0.09311856
914-52721-184,914,52721,184,17.80043,16.98251,0.07572702
915-52443-62,915,52443,62,17.80029,17.06971,0.0658799
915-52443-170,915,52443,170,17.21612,16.55239,0.05473125
919-52409-73,919,52409,73,16.3632,15.44674,0.04120101
922-52426-26,922,52426,26,17.11817,16.15984,0.03691157
922-52426-324,922,52426,324,18.42315,17.85674,0.08684231
922-52426-441,922,52426,441,18.68969,17.86139,0.07146715
923-52404-318,923,52404,318,18.18538,17.37379,0.09940634
923-52404-456,923,52404,456,18.49043,17.59981,0.05372724
924-52409-23,924,52409,23,18.55495,17.79376,0.07737794
924-52409-318,924,52409,318,17.91057,17.05993,0.05413687
925-52411-174,925,52411,174,16.21681,14.56846,0.02820974
925-52411-397,925,52411,397,18.05529,17.08352,0.08817326
925-52411-623,925,52411,623,18.39215,17.6832,0.07614029
926-52413-508,926,52413,508,18.60158,17.95343,0.0823449
932-52620-27,932,52620,27,18.04058,17.45496,0.08634751
933-52642-515,933,52642,515,17.03808,16.24105,0.06090705
933-52642-618,933,52642,618,17.4002,16.22016,0.06507584
936-52705-190,936,52705,190,18.48598,17.74643,0.09831139
937-52707-75,937,52707,75,17.88258,17.14025,0.06884205
937-52707-233,937,52707,233,17.87008,17.01789,0.05686329
938-52708-118,938,52708,118,18.07017,17.2335,0.07524934
940-52670-70,940,52670,70,17.8257,17.10999,0.07163668
941-52709-71,941,52709,71,17.9771,17.26343,0.0741412
941-52709-86,941,52709,86,18.18746,17.56674,0.07186035
941-52709-252,941,52709,252,17.72221,16.86016,0.07266863
942-52703-186,942,52703,186,18.08661,17.19756,0.07367745
942-52703-408,942,52703,408,18.33711,17.68531,0.07096446
943-52376-583,943,52376,583,18.36398,17.67846,0.08426625
944-52614-379,944,52614,379,17.92883,17.1804,0.06359825
944-52614-632,944,52614,632,18.16895,17.39931,0.09027759
945-52652-105,945,52652,105,17.23451,16.45403,0.04587177
946-52407-243,946,52407,243,18.38729,17.72716,0.09293045
949-52427-225,949,52427,225,17.5721,16.85778,0.07448021
950-52378-632,950,52378,632,17.46239,16.85037,0.04984865
951-52398-165,951,52398,165,17.86636,17.29089,0.0689491
955-52409-191,955,52409,191,18.31275,17.56623,0.09603074
955-52409-483,955,52409,483,17.80212,16.96527,0.05969585
957-52398-581,957,52398,581,17.55384,16.61044,0.05986017
959-52411-37,959,52411,37,18.04084,17.40505,0.06727897
959-52411-598,959,52411,598,18.03615,17.471,0.07157046
960-52425-418,960,52425,418,17.53424,16.73604,0.07186767
960-52425-429,960,52425,429,17.92842,17.06502,0.0724289
960-52425-449,960,52425,449,17.94862,17.40336,0.06890204
960-52425-477,960,52425,477,18.29273,17.6521,0.07063886
961-52615-378,961,52615,378,17.33404,16.26345,0.06113662
961-52615-468,961,52615,468,18.13628,17.7663,0.06104389
964-52646-69,964,52646,69,18.47132,17.82215,0.08688381
964-52646-82,964,52646,82,17.89223,17.12146,0.06523858
966-52642-31,966,52642,31,17.9863,17.22879,0.09963211
967-52636-444,967,52636,444,18.32466,17.68437,0.07676701
969-52442-108,969,52442,108,17.90266,17.2715,0.06464158
969-52442-355,969,52442,355,16.4832,15.3456,0.0329697
969-52442-601,969,52442,601,18.33497,17.69953,0.07718673
971-52644-524,971,52644,524,17.73534,17.21876,0.08593325
972-52435-1,972,52435,1,18.02444,17.36049,0.08831004
973-52426-142,973,52426,142,17.57781,16.66243,0.07019651
973-52426-240,973,52426,240,18.29444,17.57568,0.09757023
974-52427-142,974,52427,142,18.18921,17.65352,0.08803692
974-52427-173,974,52427,173,17.96258,17.30089,0.09782305
974-52427-632,974,52427,632,18.19027,17.4736,0.0831102
975-52411-437,975,52411,437,18.37695,17.63153,0.08201127
976-52413-323,976,52413,323,16.60552,15.75105,0.03060806
977-52410-59,977,52410,59,18.52942,17.92423,0.09973881
979-52427-148,979,52427,148,18.33836,17.73492,0.09282354
982-52466-89,982,52466,89,18.69275,17.99775,0.09668926
982-52466-95,982,52466,95,18.52009,17.85912,0.09773511
983-52443-185,983,52443,185,17.35297,16.48337,0.05529926
983-52443-260,983,52443,260,17.5598,16.72118,0.05456923
985-52431-393,985,52431,393,17.50232,16.64908,0.05089623
985-52431-589,985,52431,589,17.90126,17.25757,0.06873892
994-52725-164,994,52725,164,18.06057,17.28611,0.0708842
994-52725-194,994,52725,194,18.54668,17.72237,0.09061849
994-52725-518,994,52725,518,18.27826,17.33291,0.0899623
994-52725-544,994,52725,544,18.13183,17.3906,0.07993118
994-52725-560,994,52725,560,18.38285,17.68806,0.09034916
995-52731-25,995,52731,25,17.72993,16.95638,0.07642419
995-52731-605,995,52731,605,16.38869,15.27948,0.02309209
997-52734-503,997,52734,503,17.97364,17.26675,0.07455676
1000-52643-165,1000,52643,165,17.61433,16.79125,0.06924125
1000-52643-278,1000,52643,278,17.14874,16.11712,0.06799616
1000-52643-549,1000,52643,549,18.13932,17.35498,0.08081447
1002-52646-197,1002,52646,197,17.82818,17.10597,0.0707977
1002-52646-541,1002,52646,541,18.41852,17.81102,0.07103762
1003-52641-126,1003,52641,126,17.58939,16.60968,0.05570472
1004-52723-64,1004,52723,64,18.12907,17.42415,0.08089886
1004-52723-288,1004,52723,288,18.50577,17.83107,0.09855954
1004-52723-373,1004,52723,373,17.93608,17.22459,0.07323798
1004-52723-620,1004,52723,620,17.18242,16.26596,0.04207728
1006-52708-582,1006,52708,582,17.66268,17.00519,0.07575111
1008-52707-428,1008,52707,428,17.34016,16.50303,0.06867867
1008-52707-470,1008,52707,470,17.77951,17.12034,0.07426031
1009-52644-413,1009,52644,413,18.10541,17.44238,0.06318985
1011-52652-495,1011,52652,495,17.6913,16.74189,0.07250115
1013-52707-390,1013,52707,390,17.75994,16.93637,0.06836201
1014-52707-249,1014,52707,249,18.30689,17.64558,0.08875526
1014-52707-459,1014,52707,459,17.06915,16.16216,0.05734253
1014-52707-515,1014,52707,515,17.63591,17.08862,0.05833662
1015-52734-329,1015,52734,329,18.32063,17.75595,0.07245089
1015-52734-530,1015,52734,530,17.84385,16.9981,0.06139125
1016-52759-444,1016,52759,444,17.38838,16.56117,0.0516158
1016-52759-456,1016,52759,456,17.72543,16.63804,0.04988663
1016-52759-542,1016,52759,542,17.62423,16.8593,0.06525885
1016-52759-565,1016,52759,565,18.08488,17.49811,0.05520389
1017-52706-335,1017,52706,335,18.03522,17.27075,0.05013891
1018-52672-88,1018,52672,88,17.95667,17.20392,0.08153968
1018-52672-524,1018,52672,524,17.53411,16.73938,0.08210792
1019-52707-545,1019,52707,545,16.39865,15.39151,0.03237246
1040-52722-17,1040,52722,17,17.11921,16.20603,0.02982556
1041-52724-626,1041,52724,626,16.84257,15.94502,0.04208304
1044-52468-518,1044,52468,518,18.36096,17.59203,0.08171594
1045-52725-206,1045,52725,206,17.8329,17.10176,0.07522385
1046-52460-148,1046,52460,148,17.70861,16.96856,0.07150988
1046-52460-293,1046,52460,293,16.38381,15.16924,0.0269756
1047-52733-274,1047,52733,274,18.33013,17.73629,0.07516574
1048-52736-63,1048,52736,63,17.75417,16.97746,0.08567154
1048-52736-567,1048,52736,567,16.01145,14.597,0.02606815
1050-52721-98,1050,52721,98,18.00121,17.26196,0.06233681
1051-52468-339,1051,52468,339,18.13427,17.40089,0.06768436
1051-52468-498,1051,52468,498,18.25179,17.53024,0.07058769
1052-52466-5,1052,52466,5,17.93979,17.24955,0.07579181
1052-52466-36,1052,52466,36,18.04542,17.34199,0.09916426
1052-52466-259,1052,52466,259,17.71775,16.99949,0.05841161
1054-52516-264,1054,52516,264,17.93357,17.22739,0.07666462
1055-52761-398,1055,52761,398,18.33896,17.4941,0.09634735
1056-52764-112,1056,52764,112,17.02871,16.03635,0.03359585
1056-52764-209,1056,52764,209,17.47734,16.45588,0.03305731
1056-52764-278,1056,52764,278,17.80159,17.013,0.06713163
1056-52764-457,1056,52764,457,17.34629,16.57948,0.0374359
1056-52764-467,1056,52764,467,17.7882,16.93937,0.06405425
1057-52522-314,1057,52522,314,16.37794,15.16827,0.03049477
1061-52641-323,1061,52641,323,18.50286,17.63273,0.07407375
1061-52641-325,1061,52641,325,17.53654,16.58536,0.07424693
1158-52668-351,1158,52668,351,17.59097,16.66114,0.0689318
1159-52669-131,1159,52669,131,17.46807,16.45439,0.07318638
1159-52669-136,1159,52669,136,16.95889,15.72298,0.04117857
1159-52669-575,1159,52669,575,17.77435,16.80904,0.06651855
1161-52703-345,1161,52703,345,18.07923,17.39534,0.07207335
1162-52668-563,1162,52668,563,17.41482,16.69568,0.05497244
1164-52674-9,1164,52674,9,18.50911,17.65902,0.08455078
1164-52674-432,1164,52674,432,17.19918,16.37982,0.04543817
1168-52731-190,1168,52731,190,18.07598,17.35852,0.06567004
1170-52756-345,1170,52756,345,18.49522,17.7216,0.06292454
1170-52756-517,1170,52756,517,18.21098,17.58806,0.08413272
1172-52759-40,1172,52759,40,16.42362,15.34382,0.02890712
1172-52759-93,1172,52759,93,16.29329,15.20046,0.02889115
1172-52759-105,1172,52759,105,16.22352,15.04754,0.02735683
1172-52759-158,1172,52759,158,16.56057,15.61488,0.0305024
1172-52759-285,1172,52759,285,18.40081,17.7037,0.07688908
1172-52759-592,1172,52759,592,16.11759,14.79215,0.03042693
1174-52782-48,1174,52782,48,17.38332,16.4737,0.0585393
1175-52791-184,1175,52791,184,18.16964,17.45389,0.08342498
1178-52825-245,1178,52825,245,18.46508,17.8949,0.06370866
1184-52641-337,1184,52641,337,18.06704,17.33597,0.08719774
1185-52642-335,1185,52642,335,18.1264,17.42893,0.0949463
1185-52642-338,1185,52642,338,18.36633,17.61375,0.09956
1185-52642-374,1185,52642,374,18.34512,17.61997,0.08691798
1185-52642-438,1185,52642,438,18.20248,17.47037,0.09845246
1189-52668-67,1189,52668,67,18.50018,17.87568,0.09493188
1190-52670-569,1190,52670,569,18.47592,17.8835,0.0934092
1192-52649-118,1192,52649,118,17.69798,16.78901,0.06886532
1194-52703-110,1194,52703,110,18.22922,17.48033,0.09092858
1194-52703-211,1194,52703,211,17.53656,16.51921,0.05617289
1198-52669-176,1198,52669,176,18.19542,17.53153,0.09444051
1198-52669-340,1198,52669,340,18.19883,17.54054,0.0884686
1199-52703-360,1199,52703,360,18.25743,17.52909,0.08622084
1199-52703-553,1199,52703,553,18.19305,17.54686,0.09504505
1200-52668-616,1200,52668,616,17.65156,16.98029,0.07136793
1201-52674-544,1201,52674,544,16.19576,14.83533,0.02464091
1203-52669-619,1203,52669,619,18.19545,17.79206,0.07521707
1206-52670-126,1206,52670,126,18.15942,17.40698,0.07363115
1207-52672-568,1207,52672,568,17.17511,16.23658,0.04852933
1207-52672-615,1207,52672,615,17.90503,17.27338,0.04791892
1208-52672-284,1208,52672,284,17.09957,16.00244,0.04713003
1208-52672-545,1208,52672,545,18.57573,17.88604,0.073428
1210-52701-371,1210,52701,371,17.43146,16.62801,0.05927087
1210-52701-499,1210,52701,499,18.37942,17.80075,0.0861963
1211-52964-510,1211,52964,510,18.31789,17.79333,0.07283524
1214-52731-312,1214,52731,312,17.86897,17.14673,0.06122884
1215-52725-53,1215,52725,53,16.26149,15.15594,0.0407344
1216-52709-14,1216,52709,14,18.09776,17.39304,0.09644862
1216-52709-577,1216,52709,577,18.0731,17.2828,0.07139038
1217-52672-563,1217,52672,563,18.13754,17.28962,0.07241712
1220-52723-157,1220,52723,157,16.51645,15.51099,0.03628638
1220-52723-210,1220,52723,210,17.82248,17.03027,0.06145249
1220-52723-354,1220,52723,354,18.27559,17.60951,0.07414086
1220-52723-426,1220,52723,426,17.43986,16.63307,0.0620024
1222-52763-170,1222,52763,170,18.49322,17.80241,0.07596573
1222-52763-542,1222,52763,542,17.7767,16.83141,0.06728792
1223-52781-40,1223,52781,40,17.62627,16.97898,0.04146074
1223-52781-172,1223,52781,172,17.29475,16.47244,0.06431625
1224-52765-63,1224,52765,63,18.41539,17.7979,0.07721531
1225-52760-29,1225,52760,29,18.21762,17.49788,0.08523016
1225-52760-183,1225,52760,183,18.05895,17.30639,0.0771176
1226-52734-448,1226,52734,448,18.67016,17.84412,0.08449174
1226-52734-551,1226,52734,551,18.30229,17.65202,0.08236741
1228-52728-483,1228,52728,483,17.77187,17.01181,0.0677285
1229-52723-208,1229,52723,208,18.41482,17.78587,0.07081386
1229-52723-442,1229,52723,442,17.75573,17.21477,0.0675621
1231-52725-49,1231,52725,49,18.16693,17.27662,0.09146895
1231-52725-174,1231,52725,174,18.10958,17.32665,0.09066319
1231-52725-390,1231,52725,390,18.34425,17.79822,0.09497181
1231-52725-460,1231,52725,460,18.28592,17.71572,0.06683687
1231-52725-507,1231,52725,507,17.02556,16.18357,0.06702074
1234-52724-393,1234,52724,393,18.30086,17.63626,0.06879961
1234-52724-440,1234,52724,440,17.98806,17.26834,0.08452977
1234-52724-471,1234,52724,471,17.92001,17.22115,0.08461288
1234-52724-519,1234,52724,519,18.17597,17.53304,0.08409753
1234-52724-629,1234,52724,629,18.34053,17.6699,0.08221494
1236-52751-43,1236,52751,43,18.13449,17.36134,0.09615589
1237-52762-178,1237,52762,178,17.66606,16.83831,0.07436737
1237-52762-397,1237,52762,397,18.4042,17.6289,0.09825163
1237-52762-481,1237,52762,481,17.41494,16.72749,0.06872252
1239-52760-339,1239,52760,339,17.67147,17.02895,0.04568534
1242-52901-331,1242,52901,331,16.54792,15.52795,0.03984664
1263-52708-275,1263,52708,275,17.502,16.68009,0.06171868
1264-52707-390,1264,52707,390,18.24544,17.58731,0.08419309
1268-52933-29,1268,52933,29,18.01534,17.18586,0.08132813
1268-52933-62,1268,52933,62,18.04492,17.38767,0.0796706
1269-52937-9,1269,52937,9,18.42843,17.83063,0.09892484
1270-52991-59,1270,52991,59,17.99364,17.18314,0.07761667
1271-52974-335,1271,52974,335,17.64056,16.72647,0.06674167
1272-52989-142,1272,52989,142,17.29741,16.43377,0.06405883
1272-52989-400,1272,52989,400,18.29107,17.6961,0.06514523
1272-52989-480,1272,52989,480,18.24824,17.59436,0.09706446
1275-52996-87,1275,52996,87,17.76414,16.95174,0.08170425
1275-52996-270,1275,52996,270,17.63567,16.83577,0.08668695
1275-52996-483,1275,52996,483,17.66216,16.76249,0.08876112
1275-52996-553,1275,52996,553,15.76008,14.28614,0.01967638
1276-53035-1,1276,53035,1,17.71859,16.81077,0.06020001
1276-53035-180,1276,53035,180,18.27948,17.61009,0.07418649
1277-52765-210,1277,52765,210,17.86085,17.22791,0.06693742
1278-52735-485,1278,52735,485,18.14342,17.45884,0.0852311
1278-52735-631,1278,52735,631,18.36278,17.75444,0.0956388
1282-52759-136,1282,52759,136,17.63859,16.8043,0.06908493
1283-52762-69,1283,52762,69,17.93792,17.14919,0.08707754
1283-52762-128,1283,52762,128,18.26127,17.65145,0.06215606
1284-52736-150,1284,52736,150,17.75695,17.04606,0.06499121
1287-52728-125,1287,52728,125,18.22554,17.51761,0.09256304
1291-52738-304,1291,52738,304,18.4429,17.74256,0.08471542
1291-52738-501,1291,52738,501,17.43758,16.49238,0.05845486
1295-52934-57,1295,52934,57,16.46483,14.73003,0.02994445
1296-52962-54,1296,52962,54,17.68662,16.76359,0.08294093
1296-52962-55,1296,52962,55,17.45393,16.71318,0.0421586
1299-52972-634,1299,52972,634,18.09742,17.30474,0.05965693
1300-52973-304,1300,52973,304,17.49053,16.60629,0.06280635
1301-52976-204,1301,52976,204,17.65042,16.87896,0.09232527
1302-52763-26,1302,52763,26,16.06499,14.74026,0.02809914
1309-52762-126,1309,52762,126,17.299,16.33581,0.05154658
1309-52762-199,1309,52762,199,18.16553,17.32825,0.05886436
1310-53033-138,1310,53033,138,18.02935,17.38331,0.07352027
1310-53033-323,1310,53033,323,17.76293,16.91724,0.06748145
1311-52765-114,1311,52765,114,18.30472,17.63245,0.08099564
1311-52765-249,1311,52765,249,17.82392,17.06045,0.07735427
1312-52781-556,1312,52781,556,17.79403,16.87486,0.06454159
1313-52790-48,1313,52790,48,17.7305,16.72355,0.0632223
1313-52790-85,1313,52790,85,18.18268,17.31398,0.06492645
1313-52790-525,1313,52790,525,18.58973,17.74593,0.09834427
1314-53050-289,1314,53050,289,17.69133,16.84127,0.06366065
1319-52791-444,1319,52791,444,18.36605,17.70796,0.07804706
1322-52791-166,1322,52791,166,17.29813,16.44949,0.06886681
1322-52791-511,1322,52791,511,17.71106,16.90922,0.07019863
1323-52797-21,1323,52797,21,18.43764,17.78733,0.08355175
1323-52797-372,1323,52797,372,18.28209,17.53764,0.06851034
1323-52797-623,1323,52797,623,17.27692,16.33278,0.0409097
1324-53088-162,1324,53088,162,17.87463,17.03856,0.07886079
1324-53088-510,1324,53088,510,17.48233,16.64113,0.04170994
1324-53088-639,1324,53088,639,18.0076,17.29663,0.08255488
1325-52762-278,1325,52762,278,17.57365,16.86833,0.07811809
1325-52762-416,1325,52762,416,17.11038,16.26421,0.04157615
1327-52781-345,1327,52781,345,18.11118,17.48614,0.0763498
1329-52767-273,1329,52767,273,18.18266,17.40626,0.07411002
1331-52766-3,1331,52766,3,18.36745,17.70011,0.09530167
1331-52766-416,1331,52766,416,18.36954,17.71086,0.07497112
1333-52782-469,1333,52782,469,16.64176,15.50448,0.03677466
1337-52767-499,1337,52767,499,17.90316,17.2656,0.07316433
1337-52767-592,1337,52767,592,16.86586,16.05679,0.02860677
1339-52767-634,1339,52767,634,18.35131,17.7287,0.09991495
1340-52781-108,1340,52781,108,18.38007,17.80406,0.09713665
1340-52781-314,1340,52781,314,18.23856,17.46848,0.09083596
1341-52786-114,1341,52786,114,17.60576,16.89699,0.07852639
1341-52786-129,1341,52786,129,18.11373,17.41095,0.05379637
1342-52793-266,1342,52793,266,18.4849,17.74832,0.07307385
1343-52790-97,1343,52790,97,17.7439,16.95683,0.05995155
1343-52790-387,1343,52790,387,17.55083,16.91664,0.05519812
1344-52792-49,1344,52792,49,17.3948,16.45054,0.06076499
1344-52792-135,1344,52792,135,17.38614,16.37432,0.06191433
1347-52823-236,1347,52823,236,17.85428,17.08523,0.08047578
1347-52823-374,1347,52823,374,18.58224,17.76577,0.08819564
1347-52823-385,1347,52823,385,17.97843,17.08803,0.09287448
1347-52823-400,1347,52823,400,18.20734,17.6308,0.08879195
1347-52823-465,1347,52823,465,18.18291,17.49105,0.09550732
1348-53084-95,1348,53084,95,18.31304,17.61138,0.08274396
1348-53084-106,1348,53084,106,18.27918,17.73955,0.08427244
1349-52797-624,1349,52797,624,18.15496,17.44945,0.07694832
1352-52819-479,1352,52819,479,17.97007,17.26199,0.07945821
1356-53033-112,1356,53033,112,17.51377,16.58,0.06767287
1356-53033-525,1356,53033,525,18.20298,17.46539,0.08837521
1357-53034-612,1357,53034,612,18.41165,17.65108,0.09026243
1359-53002-112,1359,53002,112,18.12517,17.39009,0.08458173
1359-53002-317,1359,53002,317,18.22743,17.63,0.09523989
1362-53050-358,1362,53050,358,18.34525,17.75553,0.08548175
1364-53061-249,1364,53061,249,18.47876,17.7013,0.07560956
1364-53061-530,1364,53061,530,18.33806,17.67223,0.08553641
1369-53089-605,1369,53089,605,18.39632,17.74339,0.06956688
1371-52821-9,1371,52821,9,17.17453,16.41002,0.0397906
1372-53062-104,1372,53062,104,18.18722,17.48485,0.05952268
1372-53062-388,1372,53062,388,18.08543,17.44433,0.07591709
1374-53083-240,1374,53083,240,17.58504,16.91067,0.07450169
1375-53084-100,1375,53084,100,18.14526,17.50733,0.07472965
1375-53084-153,1375,53084,153,17.90574,17.13771,0.09111714
1375-53084-373,1375,53084,373,17.18703,15.96948,0.03541282
1376-53089-250,1376,53089,250,18.03952,17.36244,0.07434934
1377-53050-502,1377,53050,502,18.50327,17.74936,0.0629958
1378-53061-356,1378,53061,356,18.10077,17.4248,0.09652174
1379-53084-84,1379,53084,84,17.4563,16.75801,0.06666841
1379-53084-400,1379,53084,400,18.36335,17.76442,0.09522503
1380-53084-553,1380,53084,553,18.13474,17.47707,0.08171234
1382-53115-543,1382,53115,543,15.66311,14.34553,0.01376246
1384-53121-159,1384,53121,159,17.75992,16.93887,0.05456365
1384-53121-167,1384,53121,167,18.42604,17.7531,0.08788501
1385-53108-209,1385,53108,209,17.9475,17.31308,0.07812012
1385-53108-337,1385,53108,337,18.34021,17.70712,0.09610792
1386-53116-519,1386,53116,519,18.47741,17.73515,0.08394211
1390-53142-84,1390,53142,84,18.45747,17.84414,0.0815587
1390-53142-494,1390,53142,494,18.38658,17.6725,0.08225472
1391-52817-54,1391,52817,54,17.95123,17.10719,0.08760915
1391-52817-113,1391,52817,113,16.25635,15.01753,0.03112935
1391-52817-132,1391,52817,132,17.68136,17.05495,0.08933492
1391-52817-134,1391,52817,134,17.54958,16.64823,0.08837041
1391-52817-442,1391,52817,442,18.25256,17.49081,0.07790822
1391-52817-593,1391,52817,593,16.6883,15.45521,0.05065905
1392-52822-189,1392,52822,189,18.26132,17.52229,0.08791184
1392-52822-229,1392,52822,229,17.85488,17.01482,0.09140495
1392-52822-231,1392,52822,231,18.34968,17.58238,0.09029622
1392-52822-234,1392,52822,234,18.23566,17.42053,0.09179554
1392-52822-271,1392,52822,271,18.38026,17.67287,0.08605201
1392-52822-318,1392,52822,318,17.99463,17.34449,0.09569712
1392-52822-330,1392,52822,330,18.61673,17.86246,0.09005851
1392-52822-435,1392,52822,435,18.14336,17.48384,0.09189001
1393-52824-57,1393,52824,57,18.58442,17.82433,0.08116709
1393-52824-62,1393,52824,62,16.60593,15.43961,0.04110302
1393-52824-232,1393,52824,232,16.64439,15.52931,0.03156111
1393-52824-598,1393,52824,598,17.76084,16.98608,0.08743692
1394-53108-439,1394,53108,439,17.82065,17.14961,0.09038765
1395-52825-433,1395,52825,433,18.05278,17.24615,0.09624079
1395-52825-540,1395,52825,540,18.42288,17.74765,0.07119524
1396-53112-366,1396,53112,366,18.0081,17.27281,0.08344284
1401-53144-35,1401,53144,35,18.15002,17.49151,0.06773119
1402-52872-133,1402,52872,133,17.76454,16.91954,0.07238125
1404-52825-245,1404,52825,245,18.07972,17.19204,0.0739713
1404-52825-323,1404,52825,323,18.38291,17.76681,0.07495659
1406-52876-322,1406,52876,322,18.01679,17.26021,0.05889331
1406-52876-427,1406,52876,427,16.47369,15.17671,0.03068992
1409-52824-155,1409,52824,155,17.78681,17.15139,0.04421322
1409-52824-441,1409,52824,441,18.25326,17.54484,0.07250159
1409-52824-477,1409,52824,477,17.81016,17.07172,0.06583438
1409-52824-539,1409,52824,539,17.40422,16.59599,0.07017583
1415-52885-449,1415,52885,449,17.01094,16.04224,0.04694583
1416-52875-51,1416,52875,51,18.33746,17.61044,0.08067437
1416-52875-225,1416,52875,225,17.86989,17.26081,0.06764845
1416-52875-436,1416,52875,436,17.89975,17.10274,0.06531516
1416-52875-527,1416,52875,527,18.36257,17.58391,0.07599197
1417-53141-351,1417,53141,351,18.39281,17.76103,0.08161454
1417-53141-394,1417,53141,394,18.40679,17.68707,0.09279055
1417-53141-448,1417,53141,448,18.19105,17.37823,0.06898353
1418-53142-70,1418,53142,70,17.27596,16.43283,0.06150443
1418-53142-189,1418,53142,189,18.1591,17.60313,0.08896817
1419-53144-30,1419,53144,30,17.68078,16.7362,0.06185007
1420-53146-125,1420,53146,125,18.18451,17.65859,0.09568587
1420-53146-252,1420,53146,252,17.3039,16.35802,0.06079045
1420-53146-261,1420,53146,261,18.07256,17.32316,0.09656806
1421-53149-22,1421,53149,22,18.36845,17.71953,0.097963
1421-53149-354,1421,53149,354,18.52371,17.90976,0.09772339
1423-53167-142,1423,53167,142,16.93032,15.93885,0.05478143
1424-52912-73,1424,52912,73,17.64522,17.69235,0.05910516
1424-52912-447,1424,52912,447,18.36535,17.67612,0.07767525
1425-52913-472,1425,52913,472,17.86934,17.09698,0.08007082
1426-52993-148,1426,52993,148,16.87794,15.95224,0.03401096
1426-52993-279,1426,52993,279,15.72966,14.36238,0.02205061
1427-52996-27,1427,52996,27,18.28614,17.69488,0.07654658
1427-52996-341,1427,52996,341,16.17738,14.93016,0.02127337
1427-52996-591,1427,52996,591,17.24689,16.61658,0.05629072
1428-52998-272,1428,52998,272,17.49835,16.58028,0.05474751
1428-52998-436,1428,52998,436,17.73745,17.02709,0.05533081
1429-52990-450,1429,52990,450,17.57092,16.87859,0.07142217
1431-52992-585,1431,52992,585,18.16024,17.59488,0.08838681
1435-52996-78,1435,52996,78,18.27717,17.3782,0.07119601
1435-52996-212,1435,52996,212,17.73997,17.10642,0.09766051
1436-53054-137,1436,53054,137,18.08746,17.3847,0.07396705
1437-53046-75,1437,53046,75,18.06258,17.45071,0.07350837
1439-53003-133,1439,53003,133,17.80118,17.06385,0.07488395
1439-53003-192,1439,53003,192,18.09484,17.26341,0.08078616
1439-53003-210,1439,53003,210,18.24897,17.5115,0.07560325
1439-53003-237,1439,53003,237,18.20621,17.45758,0.07020041
1439-53003-438,1439,53003,438,17.52509,16.72635,0.0770631
1442-53050-234,1442,53050,234,17.36848,16.54538,0.06711195
