aid,ra,dec,log_M,Rhlr,e,ng,z,sigma_e
spec-1466-53083-0043,208.993235248392,43.7494722468665,10.72,1.87,0.09,6.11,0.09176175,221.42722815007795
spec-1466-53083-0165,208.436490392466,44.7296690441074,10.612,1.97,0.38,6.68,0.09121886,211.37537882283766
spec-1466-53083-0408,207.881454575179,46.1916573709382,10.452,1.25,0.44,3.35,0.06354754,213.15418018042712
spec-1567-53172-0250,253.879677580541,17.9929437690522,10.472,1.13,0.17,3.07,0.08179621,212.9552312783863
spec-1573-53226-0249,245.900873634922,23.4183558153964,10.315,1.5,0.36,8.0,0.06096594,223.70645858152318
spec-1574-53476-0268,244.858617166504,24.2508534626252,10.474,1.2,0.42,4.7,0.06422025,188.37930963688615
spec-1574-53476-0310,244.420927934902,24.7000455236038,10.354,1.47,0.55,5.66,0.08306544,180.64553936216603
spec-1575-53493-0061,245.2272775437,25.108747699131,10.712,1.89,0.38,2.91,0.0957396,238.57279584133292
spec-1575-53493-0082,244.887626614496,24.1888049881858,10.731,2.23,0.71,4.19,0.06647116,219.96467074014006
spec-1575-53493-0198,243.78312777286,24.9056895136592,10.164,1.54,0.51,7.83,0.06730895,161.0198627286663
spec-1575-53493-0521,244.837526961912,26.9042186827508,10.45,1.61,0.26,7.97,0.09660181,238.42123534163957
spec-1577-53495-0102,243.555149364378,27.7124226679693,10.497,1.69,0.39,7.96,0.07394958,259.0643416286353
spec-1579-53473-0187,238.547990665908,30.1558610959287,10.441,1.35,0.01,4.77,0.02024963,196.11928018404163
spec-1582-52939-0016,117.094720480603,18.5028916111651,10.573,1.68,0.28,4.22,0.04655064,211.9467096740592
spec-1582-52939-0151,117.021636288943,18.6155810173227,10.427,1.24,0.5,3.82,0.04575562,192.98156215382366
spec-1582-52939-0225,116.591835927873,18.6228278777127,10.614,1.8,0.32,3.7,0.06774569,217.9021678308947
spec-1582-52939-0457,117.697373450798,19.6561977945478,10.414,2.52,0.64,6.7,0.06089394,239.76114002247934
spec-1583-52941-0633,120.788947777323,21.2664822885576,10.404,1.09,0.51,4.3,0.04522242,218.7385095401552
spec-1584-52943-0455,122.511119130068,23.2424328485749,10.07,0.65,0.35,3.81,0.05956342,171.02196313199596
spec-1587-52964-0236,129.009943794196,26.8338287340451,10.343,0.83,0.53,5.26,0.07989746,205.4989349564797
spec-1587-52964-0258,128.251407167115,27.2369753361703,10.243,1.98,0.52,7.93,0.05287611,171.6170339874523
spec-1588-52965-0227,131.115613819432,27.6231530745699,10.585,2.14,0.54,3.65,0.08363286,211.80533978584134
spec-1588-52965-0239,131.190264162197,27.7003432896839,10.575,1.44,0.49,5.08,0.08711011,219.83265619336015
spec-1588-52965-0398,131.280983389634,29.3127450164328,10.857,2.33,0.36,4.23,0.09938525,251.7153586178641
spec-1589-52972-0135,133.156279739205,29.1196998833778,10.502,1.86,0.41,4.12,0.08670243,199.25832257821892
spec-1590-52974-0211,134.472757937143,30.3379951169724,10.385,0.92,0.61,2.3,0.08381563,288.96404311018017
spec-1591-52976-0309,135.737897650224,30.7841156317352,10.177,1.04,0.6,3.32,0.01404414,163.9422511268202
spec-1592-52990-0081,139.766900301965,31.8819821214972,10.196,0.91,0.43,3.7,0.06276888,196.2404947759796
spec-1592-52990-0231,139.032475975378,32.8921822332059,10.569,1.81,0.64,4.25,0.04882964,242.8627641520817
spec-1595-52999-0133,146.879912480481,34.6574351649093,10.871,2.36,0.23,7.92,0.0911518,248.0288700755835
spec-1597-52999-0516,154.180533387113,10.8586763849279,10.483,1.75,0.37,6.38,0.08727951,212.22773167946025
spec-1599-53089-0467,157.712193889829,11.157794966403,10.634,2.24,0.63,5.54,0.06195308,223.31443902993635
spec-1600-53090-0021,160.889018612015,10.9550805927227,10.164,0.95,0.31,3.88,0.05300918,163.736925810376
spec-1600-53090-0051,160.17969760449,10.6611076516403,10.51,1.35,0.62,4.04,0.08951893,202.60900102362055
spec-1601-53115-0595,162.512956843316,11.8189764801844,10.89,3.11,0.57,5.14,0.0800779,333.7827667291133
spec-1602-53117-0439,163.27131784422,12.0156642587306,10.385,2.07,0.06,7.99,0.09465371,249.691978142746
spec-1604-53078-0243,167.019636386355,10.8798970405811,10.341,1.39,0.4,3.33,0.08427239,185.44923928711015
spec-1606-53055-0033,173.424370235881,11.9334344265543,10.358,1.83,0.21,6.12,0.09022954,190.1960231929178
spec-1607-53083-0457,174.17680605477,13.2932474775459,10.558,1.99,0.7,3.23,0.08028496,202.98824260666913
spec-1608-53138-0025,176.969464679872,11.7887548107477,10.688,2.38,0.27,4.14,0.08194054,218.07345437047638
spec-1609-53142-0219,177.185568493083,11.4271553034145,10.327,1.61,0.35,6.03,0.08325247,225.42888034715492
spec-1609-53142-0549,178.466930004951,12.4886503003777,10.461,1.65,0.41,4.71,0.08110327,217.75370514760817
spec-1609-53142-0586,178.718980248826,12.6624650502696,10.72,1.74,0.54,5.27,0.08097411,257.056574491856
spec-1612-53149-0570,183.612404821398,13.1850041020522,10.281,1.31,0.37,5.4,0.06596477,178.24572172374414
spec-1613-53115-0104,185.271247713113,11.9076630203152,10.515,1.47,0.11,6.58,0.0920908,193.76518979930134
spec-1613-53115-0266,183.853092375103,12.260875862902,10.397,1.63,0.27,6.48,0.06256638,197.6224555121482
spec-1614-53120-0040,187.326783408469,12.0144335327251,10.753,3.23,0.41,7.97,0.08633284,278.2195369596575
spec-1614-53120-0421,185.576919014796,13.1306753800878,10.687,1.74,0.69,4.33,0.08283263,224.03440311097418
spec-1614-53120-0522,186.015725540959,13.676483334986,10.492,1.54,0.67,2.08,0.0817844,232.01326997610275
spec-1615-53166-0173,187.45932590329,11.7843852381501,10.421,0.65,0.2,3.93,0.08412121,234.60167364274153
spec-1615-53166-0179,187.426559896859,11.6527351578104,10.54,2.15,0.02,4.65,0.08236579,201.2223402459316
spec-1616-53169-0075,189.961353974954,12.1967677833017,10.485,1.45,0.56,2.04,0.07336873,188.5516925116679
spec-1617-53112-0207,169.142392109447,6.03644152370423,10.426,1.34,0.62,5.04,0.04763643,209.85661194630617
spec-1618-53116-0174,172.093372872523,7.10000104975284,10.611,2.01,0.52,6.79,0.09170295,206.04315611548327
spec-1620-53137-0497,175.904470056878,7.48880495238788,10.506,0.89,0.57,2.94,0.09770213,239.84461275521846
spec-1620-53137-0503,176.069446640485,7.69825466705594,10.049,0.79,0.35,2.84,0.06587218,156.16741942263258
spec-1620-53137-0626,176.861846438777,7.84810250280867,10.368,3.98,0.05,7.93,0.08682886,208.86373249654466
spec-1621-53383-0008,177.875767639045,6.33218056109762,10.264,1.03,0.22,6.43,0.0740771,194.05786382733413
spec-1621-53383-0150,176.769997262297,7.01837269205333,10.569,2.27,0.46,7.99,0.08946213,240.38876057823188
spec-1625-53140-0061,185.955080312745,7.29543841642855,10.358,1.36,0.34,7.98,0.07419162,250.93934083820287
spec-1625-53140-0493,185.019022031137,7.92625986604886,10.43,1.41,0.51,4.47,0.09117024,237.8819436615719
spec-1626-53472-0521,186.674185929901,8.92134469221402,10.326,1.29,0.38,7.18,0.08610664,192.12634981142025
spec-1627-53473-0287,186.830590500175,6.56277141171808,10.539,1.57,0.4,3.0,0.08298872,229.64198665019663
spec-1627-53473-0441,187.48695853321,8.6760589578599,10.506,1.65,0.49,5.81,0.08863467,233.20734274267193
spec-1628-53474-0257,188.824868853403,6.54334726509494,10.721,2.79,0.57,4.22,0.02416143,220.93403662153267
spec-1642-53115-0042,211.396107553683,35.9599984658082,10.075,0.95,0.59,4.26,0.06494415,151.96838679458762
spec-1642-53115-0251,209.721682965532,36.3425863625071,10.166,1.78,0.46,8.0,0.06115135,164.20158856581077
spec-1642-53115-0539,211.165522462882,37.8282712185111,10.282,1.0,0.53,2.63,0.06571706,187.8339783962688
spec-1643-53143-0035,215.215571873995,36.0883608462187,10.525,1.32,0.37,2.52,0.06814831,201.8934025098897
spec-1644-53144-0256,215.816854581774,34.6439916149369,10.317,1.08,0.67,3.04,0.07651916,176.1046409819457
spec-1645-53172-0607,219.325676450236,35.6896090007113,10.713,2.56,0.67,3.44,0.0863129,228.09806017306826
spec-1646-53498-0048,221.858049127681,33.0019347096536,10.666,2.69,0.39,7.96,0.08742009,234.5343177458583
spec-1646-53498-0141,221.787085387838,33.6981306016736,10.322,1.0,0.55,2.81,0.07075994,189.06745423635945
spec-1646-53498-0450,221.247310034331,34.9430080165488,10.437,2.66,0.77,7.98,0.07718567,237.35335317492763
spec-1646-53498-0573,221.929629459035,34.6657454423156,10.584,1.62,0.61,6.17,0.09691647,292.8245442187106
spec-1647-53531-0196,223.209150412122,33.1602369566255,10.497,0.89,0.53,3.08,0.0852874,234.80970704090913
spec-1647-53531-0208,223.597526529947,32.6274861173852,10.554,1.87,0.61,5.09,0.08472614,203.93207701863432
spec-1648-53171-0211,226.002660435299,31.7492749069687,10.542,1.21,0.57,3.56,0.07935796,233.51561173533815
spec-1649-53149-0017,230.160980491673,30.5700580884663,10.34,1.01,0.51,3.09,0.07813095,231.70372018222835
spec-1649-53149-0078,229.973658549298,31.0270684302518,10.281,1.07,0.3,3.88,0.07827076,174.70197627460732
spec-1649-53149-0181,228.22125988946,30.8951778938673,10.664,1.81,0.52,4.04,0.08809666,215.16186065099734
spec-1649-53149-0605,229.420792594853,32.0293662065434,10.61,1.78,0.56,7.13,0.07992273,240.7002841578521
spec-1650-53174-0268,229.719305914743,30.0650763555319,10.492,1.65,0.43,4.33,0.07791539,215.5958350539683
spec-1650-53174-0296,230.280793667637,29.6653907986033,10.426,1.13,0.35,7.96,0.08072399,187.6803287180906
spec-1652-53555-0596,234.311293366742,29.5435271706388,10.724,2.39,0.56,5.04,0.08226901,235.7217342160201
spec-1654-53498-0384,237.559273618212,27.2611336120456,10.416,1.95,0.25,6.86,0.07442128,180.61208940888295
spec-1654-53498-0526,237.937074051761,27.8061723021667,10.622,1.56,0.71,3.31,0.08302158,242.37419680545074
spec-1655-53523-0029,240.812210908219,25.4614940452996,10.441,1.2,0.34,3.61,0.09027559,217.67468634885304
spec-1655-53523-0195,239.170359956539,25.8764115497656,10.373,1.61,0.39,6.19,0.06389511,177.09836085268458
spec-1655-53523-0494,239.940505628991,26.5000635562362,10.43,1.41,0.0,7.99,0.08933899,202.2335518689213
spec-1655-53523-0626,240.563284424442,26.3603058752031,10.476,1.94,0.16,6.36,0.04431744,190.86727060840929
spec-1656-53533-0165,241.322795671089,24.5103515591079,10.728,2.14,0.56,3.85,0.08887969,242.08147569151203
spec-1657-53520-0531,243.595141366367,24.0233415412314,10.479,1.58,0.65,4.98,0.08504235,206.51403799997635
spec-1657-53520-0545,243.982081121708,23.8137245226928,10.694,2.41,0.29,6.73,0.05588102,212.6957503680614
spec-1657-53520-0606,244.314915018546,24.2992744245198,10.428,1.32,0.57,5.88,0.08429088,210.39880432465478
spec-1668-53433-0260,201.712484274175,50.3433024446733,10.349,1.38,0.48,6.45,0.06127994,216.68756127343008
spec-1669-53433-0540,206.065253860082,51.4627811563759,10.234,1.02,0.43,6.11,0.06276115,202.66330499019458
spec-1671-53446-0458,212.088717820075,50.0812678543463,10.375,1.65,0.18,5.49,0.07263241,180.86459079027637
spec-1672-53460-0105,215.543492882378,48.5388798633518,10.563,1.56,0.34,2.28,0.07278904,207.09240924173727
spec-1672-53460-0441,214.599535081565,49.6151867008988,10.297,1.04,0.33,3.58,0.07536289,172.16625215050772
spec-1672-53460-0535,215.346101147103,49.3821990805013,10.684,2.09,0.55,4.55,0.06821392,221.75004682915022
spec-1673-53462-0204,216.491841072447,47.1837256084192,10.142,1.34,0.27,7.98,0.07347701,173.68419974318286
spec-1673-53462-0340,215.218497477346,48.8159279481404,10.34,1.39,0.56,5.24,0.07219937,178.3385680466599
spec-1675-53466-0147,221.813875802659,45.6873154610819,10.205,0.64,0.42,3.85,0.07286341,230.73296013850796
spec-1675-53466-0332,220.278379490167,46.8617181543196,10.629,2.56,0.36,7.98,0.08456887,226.41762194736907
spec-1675-53466-0546,222.90474066675,46.7080493276315,10.741,2.46,0.41,5.05,0.07408763,235.53472541677348
spec-1675-53466-0590,222.935179363477,46.8159785703633,10.699,2.13,0.67,4.61,0.07144992,230.98689629577785
spec-1677-53148-0465,227.571552684866,43.8125126596023,10.872,2.89,0.66,4.02,0.0991873,255.95681415735308
spec-1678-53433-0246,229.989455432604,41.5548371735844,10.379,2.1,0.29,7.85,0.0901707,201.38935458361908
spec-1678-53433-0611,231.102235614192,43.0734449279783,10.61,1.65,0.2,4.52,0.07663943,210.32674108786082
spec-1680-53171-0065,236.958259878602,39.1445718994138,10.76,2.34,0.45,4.09,0.06280135,228.65069364122994
spec-1680-53171-0218,235.602504655467,38.8627934889316,10.298,1.02,0.58,4.41,0.06377619,199.09290006800424
spec-1681-53172-0115,239.422015252856,37.4248415677683,10.445,1.43,0.52,3.59,0.09304547,215.59833880903227
spec-1681-53172-0311,237.168138822395,37.4235483260719,10.316,1.88,0.3,6.77,0.07205487,191.72700569894323
spec-1681-53172-0486,238.019815422404,38.0907747453599,10.62,1.5,0.7,2.83,0.07618156,203.34927922620292
spec-1682-53173-0111,241.742272767014,35.9497017721067,10.21,1.33,0.37,3.2,0.06826108,160.09945992062623
spec-1682-53173-0465,240.395627412681,36.3053434619339,10.449,1.13,0.54,2.57,0.0674132,189.3727481863056
spec-1682-53173-0528,240.690131334286,37.2036066323573,10.445,1.04,0.16,7.91,0.09169935,227.78787820336396
spec-1682-53173-0626,242.050770826139,36.428756953259,10.504,1.32,0.56,5.3,0.06779531,199.8855870681952
spec-1683-53436-0212,243.319630426002,33.4743253562677,10.632,1.7,0.68,3.75,0.03308775,212.3383209538483
spec-1684-53239-0336,244.040473296143,32.9579792707145,10.464,1.25,0.27,7.87,0.09544598,212.95533037976185
spec-1687-53260-0522,256.030129575246,25.0505564058719,10.185,1.55,0.2,7.75,0.03827411,199.36965009003535
spec-1689-53177-0191,256.999672483504,21.9617863779022,10.563,1.57,0.47,3.31,0.0578707,206.81197608517402
spec-1690-53475-0300,251.036537759456,27.010393560167,10.086,1.02,0.3,7.96,0.04441864,168.51489765574786
spec-1691-53260-0621,254.428588499007,27.6592307638957,10.606,2.48,0.2,6.54,0.03325661,205.52613069664378
spec-1692-53473-0208,253.587806434565,25.1290619191159,10.347,1.59,0.74,2.5,0.06179416,187.69136565624268
spec-1695-53473-0210,193.644436848554,11.2935492710584,10.678,2.12,0.53,7.12,0.07969578,238.6952547416926
spec-1696-53116-0561,197.151230182445,13.0964313721609,10.812,2.46,0.46,4.65,0.08717553,228.7674968698968
spec-1697-53142-0050,199.181655677877,11.0148019007549,10.338,1.44,0.34,7.7,0.08634832,221.82799460029713
spec-1697-53142-0425,198.417576949454,12.6892606347445,10.403,2.0,0.27,5.07,0.02432961,181.02470665955596
spec-1698-53146-0236,200.310597350418,11.5271676850339,10.154,0.6,0.28,4.65,0.07225407,183.54944813672452
spec-1699-53148-0104,202.760858462138,11.366826030737,10.442,1.76,0.2,5.86,0.02221608,197.01193234266458
spec-1699-53148-0246,202.082727507555,10.9178084748033,10.23,1.3,0.65,6.49,0.02268606,190.95564424420087
spec-1699-53148-0388,201.365220904049,12.3910057396521,10.555,1.73,0.16,5.82,0.07690269,203.7863832675355
spec-1699-53148-0489,202.355557261981,12.0443045816135,10.064,1.58,0.25,6.58,0.02287635,161.78466283935617
spec-1700-53502-0511,204.886346701263,12.3598205255547,10.538,2.04,0.4,4.31,0.09116872,197.57715076063545
spec-1701-53142-0239,206.182742417615,11.7593211712116,10.487,1.59,0.56,4.89,0.09431198,192.50610900571948
spec-1701-53142-0271,205.978453010053,11.6507200332737,10.496,2.11,0.36,5.4,0.09518734,198.52348198988665
spec-1703-53799-0166,210.702896953787,11.2423917573215,10.639,2.05,0.54,4.29,0.07955213,222.4098494751765
spec-1704-53178-0217,211.33576312244,12.8671584329861,10.42,2.28,0.71,4.09,0.07772802,182.74713901814448
spec-1705-53848-0321,212.19448542175,11.8885047920186,10.152,0.83,0.56,2.82,0.02289505,163.94021598309078
spec-1707-53885-0300,214.247650831828,10.7894823286811,10.331,0.89,0.43,3.75,0.02523288,172.75215995572566
spec-1707-53885-0469,215.796038329891,11.2493437208825,10.321,1.54,0.71,4.28,0.07906625,176.325918588301
spec-1709-53533-0052,218.646375422822,9.8537249148515,10.502,2.19,0.42,4.76,0.05487005,200.96119932525352
spec-1711-53535-0158,220.196627057176,10.0048143455973,10.623,1.73,0.52,4.58,0.0927719,220.0811154526146
spec-1711-53535-0214,220.038071424169,9.52270929046707,10.326,0.95,0.32,3.4,0.05081297,182.86898985003066
spec-1711-53535-0609,221.081462966469,11.0271127986953,10.694,1.84,0.42,3.73,0.03754908,255.33783182945774
spec-1712-53531-0225,220.336979860897,12.1644024882053,10.498,2.26,0.61,7.79,0.07940498,233.1640188424786
spec-1713-53827-0049,223.375255499035,9.18543395992428,10.471,1.18,0.36,4.46,0.0802445,219.4027938383253
spec-1713-53827-0180,222.644938669768,9.48309539466591,10.472,1.33,0.26,3.68,0.05093794,187.92365114510054
spec-1713-53827-0287,221.360849876655,9.28083730370922,10.378,1.2,0.5,3.87,0.02425867,202.8697128466827
spec-1714-53521-0133,222.766514116739,10.9486101680589,10.402,1.48,0.62,3.46,0.0540394,196.25486011047977
spec-1714-53521-0255,222.258229113517,11.1897711867426,10.29,1.18,0.01,8.0,0.05017326,171.4296592683403
spec-1714-53521-0273,221.781914677612,11.608282393374,10.037,0.54,0.1,5.22,0.02858966,155.45983305594854
spec-1714-53521-0508,223.134088267477,11.8797680066371,10.717,2.35,0.41,3.26,0.08039337,245.90054187185245
spec-1715-54212-0042,225.277047524537,8.78575460110153,10.931,2.88,0.78,5.09,0.09846282,258.35937389995723
spec-1715-54212-0157,224.834641318694,9.42880619558449,10.499,1.53,0.51,2.82,0.09186345,207.25678791798427
spec-1715-54212-0235,224.010099865362,9.19534824704823,10.544,2.46,0.46,7.24,0.08546875,236.2807351163567
spec-1717-53883-0027,227.415395745895,9.08791232116956,10.335,1.61,0.52,6.28,0.07889576,175.00299759181004
spec-1717-53883-0167,226.404640440376,8.92771223508881,10.795,2.11,0.68,4.53,0.07818648,250.1059722832481
spec-1717-53883-0351,225.038742781604,9.59832990086143,10.645,2.15,0.67,3.48,0.07852884,220.5458100550469
spec-1717-53883-0451,226.237314487094,10.6653685300789,10.625,1.33,0.66,3.02,0.07736591,259.93807703633456
spec-1717-53883-0488,226.418698677502,10.0916480506584,10.45,1.19,0.6,4.01,0.04323869,221.9453421322543
spec-1718-53850-0112,227.523421112436,9.92919470785985,10.347,1.78,0.45,4.27,0.08237565,180.43985281655833
spec-1718-53850-0159,227.46375972766,11.0484929385819,10.398,1.24,0.61,3.45,0.07913522,195.1703884242847
spec-1719-53876-0195,228.070873472676,9.03971024372072,10.415,1.26,0.31,5.78,0.07958163,203.07884617025832
spec-1719-53876-0261,227.401175951352,8.79676494842261,10.487,1.8,0.34,3.4,0.08049784,194.75436494325547
spec-1719-53876-0262,227.445469548567,8.74305464365125,10.498,1.64,0.6,5.15,0.07794136,209.35610235862768
spec-1720-53854-0121,230.252031386602,9.594269641783,10.472,1.57,0.45,4.01,0.05440992,196.17301768592068
spec-1720-53854-0397,229.145260627342,11.0154748785654,10.783,1.77,0.49,4.0,0.0611686,252.11906941952424
spec-1720-53854-0432,229.381370505543,10.9526517821191,10.631,1.68,0.33,3.6,0.0998133,216.11233945151352
spec-1721-53857-0479,230.735322611481,8.65025329513495,10.65,1.88,0.55,3.37,0.03341134,228.66130015252864
spec-1721-53857-0494,230.77903482009,8.67648351314042,10.462,2.27,0.29,6.16,0.03378927,189.17010412002665
spec-1721-53857-0500,230.81358499617,8.66317731928043,10.338,1.96,0.3,7.62,0.03075487,251.51192666815402
spec-1722-53852-0302,231.49935333603,9.79014620056267,10.151,2.3,0.0,7.94,0.03389079,157.09851311309737
spec-1723-53905-0275,232.337134914704,7.68688982002675,10.411,1.59,0.64,2.49,0.07889041,201.82498518957559
spec-1724-53859-0025,236.445600833142,7.45430906078665,10.121,1.08,0.62,3.07,0.06673828,158.75119615336223
spec-1726-53137-0227,237.22838959486,8.82891937180993,10.328,0.93,0.06,2.63,0.07150037,172.79574369661884
spec-1726-53137-0239,237.210095384316,8.80811598538547,10.194,0.86,0.35,5.79,0.07123429,227.64942347988725
spec-1726-53137-0356,236.935260458006,9.01796521089472,10.884,2.16,0.34,3.75,0.05135702,253.96014520637183
spec-1727-53859-0337,236.978229724619,8.30644432090311,10.415,1.83,0.61,6.63,0.07128775,183.38859019672108
spec-1727-53859-0340,237.151042085855,8.22036704847369,10.551,1.83,0.68,2.8,0.07157109,204.77043561735692
spec-1729-53858-0268,240.241203185871,6.59708361227502,10.605,1.76,0.41,4.0,0.09963766,220.04556938808685
spec-1729-53858-0577,241.781256200293,7.73211296121278,10.601,1.69,0.53,3.66,0.08698712,227.39595748969532
spec-1730-53498-0236,241.877724709496,7.87658327490697,10.435,1.5,0.66,4.42,0.07269735,196.11956953335257
spec-1730-53498-0311,241.435739398578,7.94861014772924,10.251,1.02,0.52,4.57,0.05749638,176.84224738555014
spec-1732-53501-0612,246.026108327588,7.79410989097191,10.977,3.68,0.28,7.99,0.09062272,257.91641164398783
spec-1733-53047-0088,111.828695414326,37.9234812553861,10.392,1.89,0.16,7.99,0.07156746,193.2604008302219
spec-1733-53047-0178,111.98339393449,38.3556307655336,10.587,1.96,0.68,4.67,0.07859273,214.68623674327253
spec-1734-53034-0295,111.99049805491,39.6745529338672,10.38,1.2,0.64,3.67,0.07623,208.28821552167423
spec-1734-53034-0315,111.9709307982,39.8614940930284,10.701,2.08,0.65,4.53,0.09760984,243.023603245306
spec-1736-53052-0457,115.932940285576,45.0550731573707,10.728,2.84,0.62,6.86,0.09454891,251.84254517855024
spec-1738-53051-0085,134.854089533996,9.13450576187724,10.551,1.35,0.63,4.56,0.08541106,233.53083887784848
spec-1739-53050-0060,137.912408040396,9.80724927731478,10.673,2.28,0.54,6.05,0.07456875,210.67456912213137
spec-1740-53050-0250,139.998919411736,10.108824680513,10.275,0.98,0.52,3.97,0.03263273,185.19581948586648
spec-1740-53050-0617,142.158233957234,11.3533517686871,10.835,2.35,0.48,4.42,0.09007648,233.49140184428927
spec-1743-53054-0287,147.35272722276,11.2125910364979,10.807,2.7,0.71,7.91,0.08467696,259.447875481086
spec-1743-53054-0559,148.933681145767,12.5980660007931,10.81,2.37,0.66,6.75,0.07901327,267.7531994746946
spec-1744-53055-0283,149.784501420816,11.3982993066805,10.336,1.31,0.19,7.93,0.07627314,232.05081050207193
spec-1750-53358-0574,164.911474557046,14.9006503285092,10.715,2.18,0.64,4.81,0.0880812,231.42787451764502
spec-1752-53379-0025,169.787943609209,13.5486380578214,10.451,1.28,0.64,3.17,0.05089158,204.42692678641353
spec-1752-53379-0135,168.228706124267,13.4059162789702,10.487,1.11,0.64,3.6,0.06802668,248.75304767985074
spec-1753-53383-0441,170.806348841627,15.4086765832631,10.642,1.97,0.51,4.35,0.07924692,228.07848746023052
spec-1753-53383-0617,171.525389990617,15.4180627117789,10.447,1.3,0.29,3.18,0.08507796,190.3331910484226
spec-1754-53385-0154,173.180103256758,14.365046447292,10.632,2.42,0.63,7.88,0.08017026,243.0551607853401
spec-1755-53386-0245,173.865017075206,13.7101689942385,10.447,1.51,0.49,2.0,0.0775571,203.09816690426334
spec-1756-53080-0547,122.639383090642,7.31734963681543,10.623,1.44,0.24,6.27,0.09788467,203.3868198417811
spec-1757-53083-0571,125.359887860271,8.03217788921349,10.616,1.94,0.48,4.16,0.07907222,248.50096733807942
spec-1760-53086-0493,132.387215872233,9.16947753796282,10.404,1.17,0.61,3.0,0.06353404,211.3118397236539
spec-1761-53376-0249,175.934269313026,13.6297810184268,10.431,0.85,0.56,2.77,0.08188196,238.6922027878527
spec-1764-53467-0318,180.271556278574,14.5850406149052,11.053,2.9,0.64,2.86,0.08198276,287.4119481372512
spec-1765-53466-0259,182.860889051969,13.6263937334316,10.295,1.43,0.63,2.75,0.08191911,180.8889531350256
spec-1767-53436-0090,186.087632040034,14.0469587276845,10.404,1.9,0.28,7.1,0.08163004,188.58607245597818
spec-1769-53502-0438,189.471754317592,15.180822973357,10.601,2.0,0.2,6.96,0.06918416,208.7594309543011
spec-1769-53502-0497,189.853829198424,15.3617161537276,10.302,1.22,0.4,7.47,0.07212389,205.19581859531266
spec-1770-53171-0481,192.081926226531,15.4701782180108,10.416,1.84,0.17,6.88,0.08206757,184.90404307202058
spec-1771-53498-0043,195.234079399869,13.4482992052088,10.693,1.52,0.61,7.78,0.08413967,282.9644811693369
spec-1772-53089-0579,197.668888405353,15.7660774119712,10.476,1.33,0.66,3.28,0.08294279,234.05078338137514
spec-1772-53089-0615,198.418637639555,15.4034310822703,10.445,1.94,0.29,7.58,0.08533874,185.7056809538885
spec-1777-53857-0523,207.776108119246,15.0208739985944,10.247,0.91,0.56,2.92,0.04037595,178.40370936453598
spec-1778-53883-0224,208.405626456019,13.4148491888436,10.556,1.34,0.38,4.4,0.09900697,194.92274314209507
spec-1778-53883-0480,209.129840845411,13.8094042245261,10.821,2.36,0.64,5.83,0.0622007,238.86534467418957
spec-1779-53089-0120,120.222553241928,48.5771213587945,10.577,1.33,0.53,3.76,0.08797771,229.70957883532807
spec-1780-53090-0394,120.967530797692,51.1082811313537,10.495,1.3,0.61,4.07,0.09286498,188.6336686750856
spec-1781-53297-0443,123.728074272251,54.2814572455531,10.525,1.15,0.39,3.02,0.08309454,224.33967038501407
spec-1790-53876-0069,192.061843416333,6.78142791233221,10.544,1.81,0.57,3.08,0.0806352,208.74894773475714
spec-1790-53876-0150,191.770915925305,7.22076013737019,10.33,1.99,0.22,4.83,0.06877072,171.96131314923295
spec-1790-53876-0426,191.136723352871,8.00919797571223,10.83,2.8,0.45,3.51,0.0687023,246.89932831365465
spec-1790-53876-0438,190.998193061946,7.70375631404273,10.321,1.35,0.49,2.72,0.04392291,185.2729513232422
spec-1791-54266-0041,193.6933592425,8.72892568443973,10.799,2.42,0.34,2.95,0.08203593,240.98883666278013
spec-1792-54270-0048,194.266298713579,6.32678322782501,10.4,1.14,0.57,3.5,0.0921127,233.5553530137256
spec-1792-54270-0391,192.821161118237,8.09344144310901,10.783,2.38,0.6,3.41,0.05161593,231.65078742062465
spec-1792-54270-0612,194.578789718576,8.19232593398896,10.41,1.62,0.34,6.3,0.08182339,212.0975202752923
spec-1794-54504-0184,195.238360708862,7.005869721827,10.702,1.96,0.67,3.4,0.05356006,254.1156469390922
spec-1795-54507-0012,198.08155759302,6.3877425210922,10.459,1.55,0.45,4.92,0.0930289,215.06763752042107
spec-1796-53884-0393,196.549580660135,9.94115921320143,10.438,1.89,0.58,3.46,0.08497706,203.40814351371637
spec-1796-53884-0451,197.572191701726,10.6693220527679,10.321,1.32,0.37,7.1,0.08519407,190.68549363377224
spec-1797-54507-0064,199.461353344717,6.94166148218163,10.149,1.06,0.03,6.28,0.07177886,156.09082317916656
spec-1797-54507-0153,199.244146123214,7.12442298709404,10.143,0.89,0.19,2.81,0.04851506,155.88423790548802
spec-1797-54507-0484,199.188069109855,7.72718353902754,10.258,1.51,0.59,4.16,0.04648052,165.9440717542688
spec-1797-54507-0495,199.164724547445,7.83994194134203,10.623,1.83,0.17,4.86,0.05048476,232.27434577233186
spec-1797-54507-0566,199.563960187532,8.40074634324062,10.573,2.44,0.43,7.9,0.09379648,236.13450790148877
spec-1799-53556-0408,201.109331324062,8.2949198014072,10.765,2.14,0.72,4.52,0.05317707,225.4681588545161
spec-1800-53884-0273,201.160376656959,8.41502559134902,10.621,2.33,0.28,4.67,0.04990908,219.82186091514555
spec-1800-53884-0493,202.343691412752,9.77395066183347,10.661,2.66,0.34,5.01,0.08724197,244.9228874075796
