aid,ra,dec,log_M,Rhlr,e,ng,z,sigma_e
spec-0533-51994-0338,212.922610281092,3.10265649836059,10.464,1.37,0.23,4.97,0.0811047,202.9608891613232
spec-0534-51997-0555,216.080803517766,2.0851320193404,10.322,2.03,0.2,7.91,0.08533819,175.3524173706992
spec-0534-51997-0634,216.891563301883,2.17316642121605,10.381,1.41,0.44,4.21,0.08612736,189.43344438225935
spec-0537-52027-0270,220.777023418068,1.23762245185864,10.336,1.31,0.23,3.23,0.08434063,181.40451933475856
spec-0537-52027-0313,220.343459996664,1.92662865960818,10.739,2.58,0.78,3.68,0.07271609,233.3199936335592
spec-0537-52027-0609,222.734634771157,2.80034010964305,10.146,0.87,0.26,3.56,0.02917935,154.88436621555363
spec-0539-52017-0490,225.682811039897,2.20411990673936,10.561,1.68,0.4,3.09,0.09596038,214.15524918960648
spec-0540-51996-0195,227.432505727866,1.3899539339208,10.39,1.24,0.33,3.33,0.02826536,182.72737831885073
spec-0540-51996-0530,227.876460994157,2.60518029451566,10.638,2.12,0.5,3.94,0.09989419,252.72896191594666
spec-0544-52201-0141,119.897941237118,38.3338059375685,10.356,1.13,0.57,2.6,0.07582548,215.62695103012837
spec-0545-52202-0253,120.391595598569,39.3696694368601,10.647,1.96,0.52,2.33,0.09758489,207.74059959002435
spec-0546-52205-0433,122.326552915838,42.2697049172993,10.178,1.09,0.38,7.69,0.06270089,185.09495950081268
spec-0552-51992-0461,135.549468937151,51.9734740931479,10.726,2.0,0.54,4.59,0.09956013,250.4707597995565
spec-0553-51999-0403,136.797567740883,52.7481542481405,10.801,2.53,0.61,5.29,0.09522074,268.5308323435019
spec-0553-51999-0460,137.032495732379,52.77160666611,10.709,3.44,0.35,7.96,0.09781152,248.68171561041947
spec-0553-51999-0545,138.09502753054,53.4926511998763,10.592,1.89,0.69,2.82,0.09958907,205.05960877668156
spec-0554-52000-0275,139.119745282122,52.8202461331981,10.496,1.91,0.52,2.54,0.02539575,209.59302718589328
spec-0554-52000-0395,139.824246102376,54.8614134420663,10.361,1.29,0.57,3.6,0.04408099,187.1720528548612
spec-0555-52266-0064,144.059275058503,54.6124020588399,10.131,0.82,0.19,3.32,0.04597967,162.93000453594277
spec-0555-52266-0156,143.73533006676,54.5912387703126,10.251,0.89,0.29,3.61,0.04776438,181.1890315698263
spec-0556-51991-0058,146.600052818293,55.7840525297642,10.753,2.5,0.3,5.04,0.07214611,226.02372360413537
spec-0558-52317-0440,148.165296464476,57.8988198068782,10.519,1.22,0.63,4.02,0.08139616,223.3929128661034
spec-0559-52316-0298,153.15246302512,58.2537287952958,10.771,1.76,0.52,4.84,0.07498769,252.72231637318552
spec-0560-52296-0180,158.737566129835,59.6390366937028,10.721,1.91,0.6,5.71,0.09786818,253.1525842310846
spec-0564-52224-0036,132.4032571958,2.86325306419838,10.337,1.57,0.56,4.5,0.05951725,179.72512226086843
spec-0565-52225-0408,133.70727853625,3.86904301475397,10.601,2.29,0.47,5.96,0.09782903,214.56882719839115
spec-0566-52238-0546,137.090360239725,3.73749528673618,10.622,2.2,0.41,4.02,0.09475992,213.88102994152808
spec-0567-52252-0109,139.678503519158,3.26586417266997,10.415,1.06,0.56,3.87,0.05440908,227.73415850694707
spec-0568-52254-0250,140.828706629107,2.92733179637898,10.535,1.75,0.53,3.67,0.08765639,231.69011692398576
spec-0569-52264-0551,144.144201162292,3.7412360142211,10.839,2.4,0.21,4.73,0.04633902,247.1756895349759
spec-0571-52286-0323,147.039754485062,4.59502562388545,10.895,2.32,0.68,2.6,0.08320667,251.5151051647092
spec-0571-52286-0588,148.886042054451,4.37217137664672,11.151,2.6,0.62,3.99,0.09254149,351.05457862972133
spec-0576-52325-0290,157.069544642616,3.69286759492168,10.507,1.98,0.55,5.87,0.07269169,208.4706460029435
spec-0576-52325-0291,157.067459780532,3.75017095923711,10.88,1.92,0.55,3.78,0.07476789,284.0330394970348
spec-0577-52367-0260,158.702252747736,3.70620913067519,10.392,1.01,0.23,3.29,0.08204996,228.9275220066342
spec-0577-52367-0536,159.664087201739,5.30680127635687,10.167,0.92,0.47,3.28,0.06722529,176.65593250581733
spec-0577-52367-0547,159.758096148398,5.19846319967002,10.582,2.13,0.5,4.16,0.06703668,225.8163160898487
spec-0577-52367-0589,159.875103464145,4.63934215812568,10.365,1.17,0.31,4.03,0.06802042,232.3205989405937
spec-0577-52367-0629,160.135766388092,5.02458151079381,10.507,1.54,0.55,2.81,0.07107199,200.89836508220813
spec-0578-52339-0322,159.857570618838,5.15323920580616,10.354,1.16,0.64,3.43,0.06670675,194.3076149422562
spec-0578-52339-0369,160.045504647727,5.1631526259415,10.366,1.36,0.59,3.73,0.07149565,183.1842380194083
spec-0578-52339-0622,162.047037749422,5.06159440592736,10.542,1.59,0.55,3.55,0.07159911,229.85937060917922
spec-0580-52368-0387,164.050927922222,5.26240697971568,10.445,0.86,0.49,3.95,0.04259953,332.5086423301798
spec-0581-52356-0293,166.098431593536,3.88145900170176,10.247,1.93,0.34,7.97,0.07516832,183.64469371801005
spec-0581-52356-0483,166.971080009586,5.28355154939106,10.423,1.83,0.29,5.97,0.07603709,185.81979911141
spec-0581-52356-0549,167.310758712933,5.30754015373058,10.398,1.37,0.16,5.54,0.07577048,189.56211626807297
spec-0582-52045-0137,211.417493633267,3.78636682554943,10.469,1.74,0.43,7.79,0.09245205,239.56053623773875
spec-0582-52045-0527,212.022596783301,5.42911002046969,10.742,2.35,0.67,3.55,0.08519002,243.94353916763322
spec-0582-52045-0535,212.110980925787,5.23463237043806,10.72,2.69,0.2,5.91,0.08462109,219.31278458982246
spec-0582-52045-0610,212.62282173152,5.36212707859506,10.444,2.07,0.55,6.61,0.09018413,190.12554066379303
spec-0584-52049-0460,215.573971981645,5.19963444402152,10.432,1.38,0.41,7.94,0.08736949,213.38594385015665
spec-0585-52027-0539,218.026379993133,4.77962319764243,10.581,1.44,0.65,3.67,0.08404101,218.59977957278872
spec-0586-52023-0021,220.383782510252,3.59922538532372,10.645,2.36,0.37,4.69,0.02560094,224.44545340306763
spec-0586-52023-0069,220.068332418226,3.52013246045761,10.26,1.43,0.14,4.22,0.02740041,163.9733382066519
spec-0586-52023-0073,219.987426720486,3.82560431927192,10.153,1.51,0.22,6.88,0.02742171,170.72641050752742
spec-0587-52026-0238,220.466163025232,3.75724409726517,10.317,0.82,0.14,3.37,0.06396018,172.71133708996717
spec-0587-52026-0276,220.241924609323,3.45157125356505,10.489,2.0,0.34,4.38,0.0271035,189.79502593982113
spec-0587-52026-0305,220.108300498412,3.59892846296053,10.624,1.77,0.34,3.05,0.02813929,205.0124443279626
spec-0589-52055-0057,226.539406043631,3.16936204735776,10.463,1.18,0.64,4.43,0.04178319,221.4671631947009
spec-0589-52055-0293,224.618135727765,3.14938824789907,10.652,2.23,0.52,2.43,0.08361685,211.2247993475772
spec-0590-52057-0257,227.295751640204,3.02287654644475,10.504,1.38,0.41,3.84,0.09157158,212.36254033018716
spec-0591-52022-0004,230.265669267407,3.32366479370375,10.374,1.44,0.56,4.3,0.04464713,195.9413753132659
spec-0591-52022-0176,229.270193291184,3.51066445922594,10.435,0.95,0.34,6.67,0.08069835,212.62132106669907
spec-0591-52022-0370,228.976260634926,3.76605685137642,11.188,3.96,0.27,5.16,0.08754397,335.6298017671838
spec-0591-52022-0406,228.875935787195,4.16915565555471,10.512,1.85,0.39,5.8,0.09549049,195.94016582056327
spec-0591-52022-0440,228.933559927467,4.28178399359892,10.631,2.11,0.49,5.2,0.09720802,215.77353156877652
spec-0591-52022-0580,229.867599489936,4.0097539976957,10.63,2.21,0.42,5.64,0.05292075,225.17594875472332
spec-0592-52025-0064,232.001727613561,2.81426415143617,10.215,1.58,0.17,7.98,0.07480927,186.55857293267198
spec-0593-52026-0266,232.797177171399,2.56883529265864,10.572,1.72,0.69,4.87,0.09624057,229.44808335490458
spec-0593-52026-0307,232.596833114555,2.55030055062029,10.544,1.8,0.5,5.39,0.08697715,223.506704876411
spec-0593-52026-0389,232.735033266262,4.19515776540387,10.76,2.19,0.28,6.1,0.03826661,248.77588439475204
spec-0594-52045-0388,235.314892716898,3.60892643390411,10.528,1.51,0.64,4.46,0.08414367,219.19623482486446
spec-0599-52317-0355,179.839408056109,64.8958718320411,10.286,1.25,0.66,2.34,0.06489683,178.1454089363568
spec-0602-52072-0100,197.55670791685,63.801776830509,10.657,1.71,0.76,2.92,0.08556794,242.80659030139418
spec-0602-52072-0181,195.912512757883,63.9684161501385,10.019,0.6,0.53,3.24,0.04094067,186.72328015778376
spec-0604-52079-0180,205.876561876487,62.9198978635611,10.502,1.18,0.61,3.43,0.03107941,244.28859892389858
spec-0606-52365-0167,213.116757478173,61.8841236921016,10.618,1.23,0.4,3.44,0.07386032,231.06818726572476
spec-0607-52368-0048,219.171816448411,60.6609451341088,10.884,2.86,0.41,4.78,0.05036274,265.02874674291195
spec-0608-52081-0350,219.156225164572,60.1737870737061,10.681,2.0,0.33,3.53,0.08564122,229.31181048368808
spec-0609-52339-0499,222.599881257028,62.5948226300991,10.184,1.62,0.24,7.94,0.07487264,203.45348366772768
spec-0610-52056-0219,224.828475386344,57.5349947394255,10.183,1.58,0.35,6.4,0.06209027,184.79366940945658
spec-0612-52079-0188,228.329554078104,57.0132988898797,10.608,1.77,0.52,2.95,0.06783563,240.25676667378497
spec-0614-53437-0422,230.327522980838,56.2162189751898,10.333,1.36,0.51,3.69,0.06833778,177.04080588841052
spec-0616-52442-0245,234.508694096692,53.2966987893648,10.655,2.11,0.17,4.4,0.09855037,212.09766409297055
spec-0617-52072-0347,233.98898635307,56.8861259257417,10.287,1.31,0.63,3.25,0.07202963,176.01182026525566
spec-0618-52049-0326,236.496178513732,53.036219410582,10.413,1.53,0.73,2.9,0.08316506,191.2393676337245
spec-0619-52056-0100,240.147884145121,54.2581272551061,10.72,2.39,0.35,4.74,0.06436528,221.9299512912484
spec-0619-52056-0562,240.611552283482,55.0867552872895,10.436,2.13,0.53,6.8,0.08243446,212.54929938832638
spec-0621-52055-0083,242.40421425018,53.0816285802513,10.401,2.07,0.59,5.76,0.06289016,200.15633334271703
spec-0621-52055-0100,242.367163570767,53.0079001796496,10.143,0.93,0.53,3.02,0.06350244,165.25899860828855
spec-0621-52055-0136,241.984542197939,53.1843407611022,10.548,2.38,0.25,7.96,0.06377765,218.34554081689828
spec-0622-52054-0342,241.073180563465,49.4628608063254,10.374,0.67,0.37,7.83,0.08302419,185.67038120894233
spec-0622-52054-0524,243.436492247981,49.0864353173385,10.066,0.89,0.33,6.13,0.05647042,152.6656798880381
spec-0623-52051-0079,243.655012989111,50.5441992030029,10.684,1.96,0.4,2.78,0.05950572,223.68836208616204
spec-0623-52051-0425,242.898338253507,52.5407089300683,10.829,3.27,0.45,6.68,0.08826665,249.642043750615
spec-0623-52051-0483,244.149793705086,51.9884763183176,10.193,0.97,0.53,2.96,0.03361193,174.26341297735956
spec-0624-52377-0640,246.351709342662,47.76346598539,10.246,1.28,0.29,5.77,0.05043693,185.93607882224651
spec-0625-52145-0347,244.229197972405,49.049706461454,10.008,0.8,0.12,5.91,0.05839803,173.88429292635524
spec-0625-52145-0375,245.459193949019,49.5913956635732,10.636,1.89,0.55,4.02,0.09915767,220.7301308824253
spec-0626-52057-0017,249.539972712166,44.2898826292294,10.464,1.43,0.32,2.87,0.0721517,187.20694144875776
spec-0627-52144-0039,250.347780779506,45.9847458374959,10.424,1.97,0.63,5.28,0.05823507,181.6566920837144
spec-0629-52051-0148,251.22366899649,44.0284765246655,10.482,1.72,0.59,4.09,0.06149645,186.94680982059262
spec-0629-52051-0175,251.057795197392,44.1245208674937,10.436,1.66,0.51,3.46,0.07341997,185.11744202828456
spec-0631-52079-0450,253.06889067255,42.931170314881,10.407,1.72,0.46,3.99,0.09528258,180.8396702577495
spec-0631-52079-0631,254.511972254801,41.8377967204287,10.638,1.45,0.47,3.54,0.03755899,296.6693611370685
spec-0632-52071-0381,252.81039901469,38.6008539602929,10.485,1.61,0.58,3.05,0.09480483,198.52873361354523
spec-0632-52071-0442,254.109312792211,39.27480742975,10.363,0.85,0.08,2.6,0.06097486,175.7972675116924
spec-0632-52071-0523,254.279362762813,39.2667011717541,10.419,1.16,0.69,3.24,0.06308315,231.8990087882456
spec-0633-52079-0051,256.242894062809,38.6384120610463,10.412,1.2,0.48,3.84,0.0280124,202.931420906454
spec-0633-52079-0583,255.796887484659,39.8718141270079,10.458,1.4,0.58,5.14,0.09329844,226.75093076190828
spec-0634-52164-0626,310.92647073438,-5.25250131472875,10.513,2.08,0.66,3.77,0.08535407,199.67027751382676
spec-0635-52145-0282,310.388001583002,-6.19039622254854,10.588,1.74,0.62,4.16,0.08125388,205.22277558040696
spec-0637-52174-0040,316.371970842973,-7.59121398619888,10.451,2.41,0.27,7.19,0.07361212,183.91870737846887
spec-0638-52081-0291,316.278661546896,-7.56531760724667,10.513,2.05,0.62,4.82,0.07978819,197.1086711828471
spec-0644-52173-0394,327.460335746425,-7.3990581326118,10.678,2.38,0.66,7.87,0.09062801,248.13880940462366
spec-0648-52559-0199,356.148151974817,-10.0781660058887,10.298,1.45,0.25,7.84,0.07882629,171.9594055842981
spec-0648-52559-0275,355.547092779417,-10.0597429507057,10.472,1.5,0.43,3.55,0.07347865,186.77045872369385
spec-0649-52201-0130,358.572043668223,-10.4330312957522,10.318,0.64,0.61,6.18,0.07177377,252.04143346978066
spec-0649-52201-0188,358.313963726776,-11.0610578161151,10.287,1.24,0.46,2.59,0.07735987,187.98744787936212
spec-0649-52201-0570,358.74135685502,-9.34822370783079,10.512,1.45,0.61,3.09,0.07421351,189.9541291117497
spec-0650-52143-0389,358.964186018622,-9.53068211880343,10.688,1.84,0.45,4.71,0.07640859,241.9428020095572
spec-0651-52141-0295,1.22292840029088,-10.8020094602987,10.274,1.04,0.37,2.64,0.06457114,188.12797674758804
spec-0651-52141-0511,2.33587509303672,-9.66277795920062,10.371,1.21,0.47,3.2,0.04152862,202.45746868355496
spec-0653-52145-0518,6.31057149798932,-9.72852398067294,10.595,1.32,0.6,2.69,0.05376649,251.58507497145348
spec-0654-52146-0379,7.54609448085841,-8.99413365836572,10.486,1.95,0.43,3.71,0.09642341,196.7887571964183
spec-0655-52162-0072,10.8502084302786,-9.84868504108262,10.634,2.63,0.59,5.76,0.05943012,229.42600455313098
spec-0656-52148-0360,10.4051875284361,-9.54819323316181,10.428,1.55,0.47,3.57,0.05926879,183.18965700090743
spec-0656-52148-0412,11.2280650815632,-9.15331360683538,10.582,1.58,0.63,2.95,0.0772785,226.814879513147
spec-0656-52148-0522,11.9353005946406,-9.0450982873145,10.493,1.71,0.42,7.8,0.07618456,208.40924889922024
spec-0657-52177-0103,13.8988536592234,-10.1060077695329,10.213,0.67,0.49,2.57,0.05402624,211.90474151839607
spec-0658-52146-0301,13.9555324206411,-9.96841265756172,10.263,1.65,0.13,4.8,0.05509663,176.8202972100258
spec-0658-52146-0453,14.9944489947818,-8.93775595924073,10.303,1.13,0.59,3.39,0.07795649,188.87678146130997
spec-0659-52199-0133,16.9615823922869,-10.905879263463,10.561,1.58,0.74,2.69,0.08308846,236.65534402354317
spec-0660-52177-0411,19.0827230072509,-8.98173523647106,10.225,1.23,0.63,3.28,0.06512664,165.97609485779907
spec-0661-52163-0163,20.9450058626756,-10.1417676312986,10.676,1.79,0.51,4.58,0.05073913,234.80490343663922
spec-0662-52147-0260,22.783802817535,-10.5935679806402,10.593,1.5,0.63,4.32,0.06143863,258.4332290272428
spec-0664-52174-0320,25.5599565737636,-9.3405835244963,10.69,2.23,0.52,5.57,0.05132803,218.06069600730862
spec-0668-52162-0121,34.7416193615695,-9.83436339164965,10.521,1.69,0.56,4.09,0.06942458,194.83488600649503
spec-0668-52162-0188,34.276775487562,-9.27003582279213,10.666,1.49,0.35,4.84,0.08917605,232.9090447676114
spec-0716-52203-0180,329.145761639839,-8.12349448814519,10.737,1.87,0.4,5.25,0.09510996,237.79229166977365
spec-0717-52468-0094,330.805527565151,-9.28624255722431,10.209,2.49,0.16,7.81,0.07716816,163.70526206043635
spec-0718-52206-0117,332.50094114234,-9.46831532450121,10.483,1.45,0.48,4.29,0.0706153,201.2439660074991
spec-0721-52228-0165,337.629867802747,-9.54483669263813,10.585,2.04,0.46,2.51,0.08738539,204.32162712636165
spec-0722-52224-0456,339.594399173926,-8.31327752626253,10.577,2.2,0.14,7.85,0.07932036,248.64018768167463
spec-0725-52258-0065,346.518477932189,-9.69563642261281,10.548,1.32,0.47,5.26,0.0902836,216.70820127403871
spec-0726-52226-0059,348.378528240882,-10.2892965569715,10.496,1.64,0.54,7.4,0.08755813,221.05658752710124
spec-0726-52226-0504,348.309375204392,-9.04550510793774,10.353,1.23,0.66,3.57,0.08255985,182.2661266678429
spec-0729-52468-0271,319.118379057513,10.5428141540168,10.687,1.71,0.73,3.82,0.06994181,233.70102200506147
spec-0730-52466-0025,322.776349969471,10.5815421398408,10.001,0.68,0.27,4.46,0.06209139,148.9381557096382
spec-0730-52466-0064,322.632490804856,10.4771215196257,10.173,1.14,0.24,7.74,0.06028308,180.76010043660256
spec-0732-52221-0348,324.540859502831,12.465124809464,10.631,1.8,0.54,3.76,0.08325937,207.95856791508135
spec-0732-52221-0391,324.984823084687,12.4987875711298,10.489,1.21,0.55,2.9,0.08033737,270.3564676561984
spec-0735-52519-0634,333.469329544677,12.7446556888695,10.472,1.92,0.28,7.95,0.06784426,188.49615606458218
spec-0738-52521-0062,338.927594191844,13.0846583613553,10.636,1.75,0.4,1.22,0.08959398,243.84528015829753
spec-0738-52521-0556,338.411755741864,13.7828788292094,10.675,1.67,0.64,5.25,0.08585756,275.2689625526172
spec-0739-52520-0232,339.586113211954,13.41280124259,10.537,1.12,0.53,5.93,0.0920083,196.91320388219313
spec-0741-52261-0387,343.4482102533,14.2821332160033,10.379,0.93,0.59,4.81,0.08654889,190.7646982286561
spec-0746-52238-0291,351.609105249524,13.7911787988542,10.239,1.79,0.32,7.64,0.04601458,204.3950119822821
spec-0748-52233-0227,355.839059119106,14.6647965407277,10.466,1.25,0.57,2.77,0.0929459,195.05153837185034
spec-0750-52235-0145,0.181441623715784,14.5248645324809,10.468,1.42,0.31,6.06,0.09423462,215.38397157896617
spec-0752-52251-0056,4.28898462702773,14.0283773760589,10.681,2.71,0.3,7.99,0.08421376,219.66005841378208
spec-0758-52253-0072,121.527488450849,36.8616231807451,10.492,1.68,0.39,3.85,0.0705552,188.22970820800316
spec-0758-52253-0632,122.520951241363,38.3643240600351,10.699,2.29,0.34,4.79,0.06127848,213.59937224991262
spec-0759-52254-0017,124.146778640933,39.2420000109085,10.658,1.75,0.22,3.35,0.09915125,211.7805807009239
spec-0759-52254-0408,122.430217046285,39.8133618539963,10.448,1.49,0.5,5.36,0.06409832,206.70004782037458
spec-0759-52254-0495,123.184585821947,39.8282445263506,10.564,1.67,0.57,6.09,0.06769188,230.1831058691622
spec-0761-54524-0131,126.429233408613,41.0275479194491,10.115,1.21,0.4,3.86,0.05689055,157.4132643936158
spec-0761-54524-0385,125.553595858666,42.3924926491611,10.401,0.93,0.51,3.03,0.08074179,254.60969649452244
spec-0762-52232-0086,128.855692193498,42.6446314174334,10.441,1.18,0.11,4.7,0.03105015,196.3463302422682
spec-0766-52247-0589,140.426864943936,50.6810302389218,10.366,0.89,0.48,7.86,0.08725055,240.40350338250053
spec-0775-52295-0263,168.752161000674,61.1377104281784,10.22,0.82,0.28,5.39,0.05503943,195.71914305729624
spec-0776-52319-0259,172.996529866047,60.9572427065124,10.413,1.55,0.2,5.62,0.06162333,188.0796067853054
spec-0776-52319-0470,173.640297375159,62.7393372583681,10.497,1.89,0.27,6.03,0.07389756,191.66899802850466
spec-0776-52319-0574,174.930319856072,63.2304672260287,10.573,1.99,0.44,2.96,0.09946655,213.48369559993222
spec-0777-52320-0042,178.48838794011,61.2410222441085,10.53,1.5,0.54,4.41,0.08013139,214.44516336589578
spec-0779-52342-0004,185.777894720148,61.7155872254295,10.608,1.64,0.09,7.37,0.09958691,205.5365509207003
spec-0781-52373-0579,191.697067698375,63.1849787712566,10.51,1.48,0.45,4.53,0.06205326,236.58791395163288
spec-0782-52320-0549,195.006437283855,63.0488932955165,10.544,1.78,0.44,5.27,0.07644665,204.3764398972491
spec-0783-52325-0275,194.851971107868,61.9181668709312,10.711,1.88,0.33,5.7,0.08995287,240.18396424285126
spec-0785-52339-0068,205.006093551832,60.8534198386095,10.423,1.51,0.48,3.45,0.07175024,197.74859769467622
spec-0786-52319-0285,204.665752649822,59.8185459119029,10.702,1.72,0.21,6.49,0.07037356,241.2604688212149
